#timestamp_kf x y z qw qx qy qz
1686459638452863932 0.0070647791807897592289 -0.018700632404335629233 0.0084040702162142908588 0.64532166187222206322 -0.76337334206572715622 -0.028626388689017380484 -0.0012740535749658917723
1686459638582382917 0.0051771169107855128169 -0.02524650546345913113 0.012696071079425134617 0.64787182994971770356 -0.76106849690775635331 -0.031935157308499141637 -0.0041207644751868124922
1686459638713410378 0.010728887876769170606 -0.023162496949354877129 0.014710607601827137281 0.64295347268477565095 -0.76538764395509140126 -0.028151897130451703638 0.00023902180814095488589
1686459638846087694 0.012448405911757514167 -0.032413577594727800701 0.013163171868835428502 0.64525140938201852592 -0.76343432466723770702 -0.028611042952173239284 -0.0002425522485467055333
1686459638978604078 0.016309702158233574387 -0.045705795038643838579 0.016369659496774109642 0.64466806186341352181 -0.7639667032656404233 -0.027524349124168748237 -0.00061361225215978039416
1686459639110959530 0.019913139205938401588 -0.063985288068787934956 0.016253857648373625649 0.64558760030501260996 -0.76321677838352297574 -0.026751280064625085342 -0.0010809908441700339949
1686459639243153811 0.019544230356682051192 -0.060329313804640592733 0.015899218877078104273 0.64586454885658273195 -0.76301126726797929845 -0.025921923978955738882 -0.00091891764375755236299
1686459639375186920 0.0207775670666761475 -0.054680812365368591799 0.019493144114692006336 0.64680373108777533542 -0.76220379842113661351 -0.026272202623697612361 -0.00027293338185594486498
1686459639507059574 0.013781248436941305469 -0.04558569389045957071 0.015332870444127236903 0.64546471186792442332 -0.76332281745784147375 -0.026694580720375157834 -0.00099067736957346181487
1686459639638786316 0.0067632986889557709584 -0.037670816846819964174 0.012511056800037697115 0.64443886864977084628 -0.76413206972269120953 -0.028276763843048672437 -0.0010720173952435011009
1686459639771389246 0.013851369482537402925 -0.050723272968559260376 0.014503562052164513385 0.64399532359475608612 -0.76455182287960776755 -0.026975657370579133459 -0.0016873733997097167554
1686459639903871059 0.014622134765845101051 -0.049712384031170696319 0.015195177177718819511 0.64524587575200187395 -0.76350231420299008445 -0.026840603021577494336 -0.0012482232003610399529
1686459640036232471 0.016157709766486581804 -0.052020024166750729322 0.015409993482243736565 0.64575790810764088778 -0.7631238309371070061 -0.025185246645538564986 -0.0021085833458369305192
1686459640168473482 0.016683044303328630614 -0.056529802868709906616 0.014835853925083080859 0.6459988069033942848 -0.76289872324436935891 -0.025875831191019542377 -0.0012332524818075799467
1686459640300594091 0.014465132655315668386 -0.057381040415446095404 0.012995676971635916966 0.64605081291411747824 -0.7628635745068647056 -0.025614249198710848515 -0.0011933405264562180117
1686459640432593822 0.0088578036682491635007 -0.060101253672975391007 0.0086773988523736068218 0.64545515512788909085 -0.76338983193065168553 -0.024958061907889569214 -0.00083807489742456278952
1686459640564473152 0.012369416717028278163 -0.052386343171030747001 0.012411036337106032615 0.64604374253449692311 -0.76287032187222847401 -0.025568325900941015622 -0.0016172350515498983177
1686459640696813107 0.013308052789225392407 -0.039190678022099259548 0.015327025637819291504 0.64599013363846780056 -0.76287169813678823438 -0.026830569480920163361 -0.0019078692265741060193
1686459640829625130 0.014140234886961304539 -0.018535850752924860896 0.018099197778133905429 0.64516103199015706338 -0.76345207019256655645 -0.030077819260901555998 -0.0018719264399754817138
1686459640962365627 0.013831903137464568801 -0.036758881094049886129 0.014373971686626437275 0.64459614765548578497 -0.76397693855080306413 -0.028872739829851973292 -0.0011868803563712417275
1686459641095034599 0.01558515374050401664 -0.02253582171216971658 0.018533611905614730958 0.64453854143724875758 -0.76400643176918703325 -0.029397735115123644484 -0.00011826822237950199276
1686459641227632046 0.015738539435063304134 0.0027708615890679067634 0.022700816421119308225 0.64447823730034192735 -0.76397934604735329156 -0.031348842393559075981 0.00078137052335241878338
1686459641360157967 0.016154998542724709198 -0.010484008738754055715 0.02063798251361459099 0.6444447454969809419 -0.76402042799009095564 -0.03099449890951064962 0.0017597308111555582354
1686459641492612123 0.016742834427038673362 -0.01307712763318254201 0.020443029433795285865 0.64448950074122124398 -0.76382701237063244104 -0.034298485442884781016 0.0050192134461678359833
1686459641625001907 0.01780333628974759691 -0.014032064963398807253 0.020261934091749735087 0.64605223028092795268 -0.76230636650048544389 -0.037299767624184326786 0.010688623721381062051
1686459641758061171 0.017231546089857038839 -0.017994195425024266805 0.020625922706472517298 0.64210891311339779453 -0.76490929240116045662 -0.045198519845972263964 0.023812011725818649222
1686459641891080141 0.013283066462543098932 -0.020027063730732441033 0.019774527344724991684 0.64897378794829019277 -0.75642871226823549247 -0.066411138541954059522 0.047309475687608383565
1686459642024058819 0.0062382073285454911135 -0.023891685224588888464 0.017365931303719848999 0.65660440417752796716 -0.7451884769766362604 -0.092659681535791835194 0.070561842476016281567
1686459642156996965 -0.0047513026027745730931 -0.031185514144543059062 0.017000374165348039468 0.65356329580693495185 -0.74167104649853299314 -0.1220141742347515823 0.088834781733106937818
1686459642289895058 -0.028565114108117534847 -0.053028381087610237943 0.015635043924668644982 0.64279025201797523881 -0.74205657070910446826 -0.14572420546797792973 0.12221781260867986552
1686459642422752857 -0.070082423657169962139 -0.085237774568674429254 0.012076441743350175076 0.64320345391993039019 -0.72945310483629954845 -0.18187385854025356346 0.14529068893031277243
1686459642555570364 -0.10049399119977756034 -0.09309284758288390027 0.012224161114159935726 0.63579033802222872929 -0.72702823458671883561 -0.2043590563023027773 0.15949284717047332305
1686459642688686848 -0.12064833342789547943 -0.10830272613124820869 0.018157977927424549108 0.62843087289756416336 -0.72835796971502941854 -0.21133136925398157691 0.1729403316495439491
1686459642788765192 -0.1613446264500750793 -0.1588468069706720498 0.019074949050174219711 0.63193781061435339019 -0.72490838852609529308 -0.21111621609657030274 0.17490676105145960828
1686459642888843536 -0.20185883923513167626 -0.16879343118339479313 0.017649201218779178579 0.63410272458467953349 -0.72486900660828812448 -0.21274251494538540252 0.16498266656749488446
1686459642988922119 -0.23043420985809848212 -0.19274046952231649321 0.015130967142114721408 0.6278020798976055028 -0.7307997355612605439 -0.21447664314066028357 0.16061153298240002374
1686459643089000702 -0.2380959888952514647 -0.21434059448997025421 0.01363518926356920187 0.62024875213211361213 -0.7362716966010849351 -0.21780176644332321922 0.16049256928871308281
1686459643189079285 -0.22994562166025558914 -0.24593263768993328666 0.015079091689347691105 0.61696727458125655286 -0.73578360874848613982 -0.22290508903384106953 0.16818794390697677787
1686459643289158106 -0.20524099019321870307 -0.24262648747368731339 0.015167329393930891607 0.61032618587259579446 -0.73521433506161226745 -0.23649976012544304815 0.17615246753519672729
1686459643389236927 -0.20323997689857015159 -0.30454881384133430933 0.01349987001029068906 0.61094999378484315944 -0.72925640015991166631 -0.24499589664305559955 0.18682135463640178741
1686459643489315987 -0.20184045840900982638 -0.38110720130140696149 0.010652322929071160809 0.61100311870486023746 -0.72371802124754824881 -0.25376629291822400125 0.19623986147828559323
1686459643589394808 -0.17935601834560502277 -0.4246072293593124436 0.011139803900716510263 0.61099273816342758447 -0.71555754560806683617 -0.26673371078524388267 0.20861064298270109996
1686459643689471722 -0.15204203076379824155 -0.41744842210040405961 0.011999297315852386694 0.60723759396644227948 -0.71202692800506273141 -0.28003017061911117391 0.21415709610600999757
1686459643789549828 -0.15386660656469680619 -0.55891198122625906919 0.0035620049125004234376 0.60690962685177729519 -0.70688074158067026875 -0.28479931825461962669 0.22554305650741499067
1686459643889628172 -0.11842780527076959829 -0.56178456346802085886 0.0032554798892294621246 0.60069090078763742735 -0.70785864681366195139 -0.29277258648900417182 0.22889034589210804915
1686459643989706516 -0.10238548922291658416 -0.64942299227428124109 -0.0057860757045216128225 0.59810943782695014104 -0.70663545964489382634 -0.29754487758917624873 0.23323480309598870752
1686459644089785099 -0.078292810397539061573 -0.72526564323307252113 -0.012778267587720501877 0.59382648024332151948 -0.70589643598533702296 -0.30387559989577545005 0.23820149624427708335
1686459644189863682 -0.053349423356757880166 -0.76578157886494946371 -0.018150333104756267294 0.58813404078497610872 -0.70688905287688585943 -0.31152415645264980304 0.23949721697593581715
1686459644289942265 -0.026966727177739853449 -0.77743539782542758765 -0.021981343888577420387 0.58347504495457847007 -0.70780151654254352955 -0.31715203312955692061 0.24080795870799756586
1686459644390021086 -0.0046879906383023696795 -0.75830008376251600843 -0.02691144329992651435 0.5780183195032426724 -0.70841804434476007835 -0.3262955533507054251 0.23993730145382777263
1686459644490099907 0.0054076506007672007006 -0.72524725454002414438 -0.032905612381670452937 0.57083277488768879859 -0.71105339956390345435 -0.33405714815544429452 0.23866048656803071082
