stereo_timestamp,imu_timestamp,time_diff
1.6870721359895685e+18,1687072128.0043454,1.6870721343024963e+18
1.6870721360229263e+18,1687072128.0043454,1.687072134335854e+18
1.6870721360562842e+18,1687072128.0043454,1.687072134369212e+18
1.6870721360896417e+18,1687072128.0043454,1.6870721344025695e+18
1.6870721361229996e+18,1687072128.0043454,1.6870721344359273e+18
1.6870721361563576e+18,1687072128.0043454,1.6870721344692854e+18
1.6870721361897152e+18,1687072128.0043454,1.687072134502643e+18
1.687072136223073e+18,1687072128.0043454,1.6870721345360008e+18
1.6870721362564306e+18,1687072128.0043454,1.6870721345693583e+18
1.6870721362897884e+18,1687072128.0043454,1.6870721346027162e+18
1.6870721363231465e+18,1687072128.0043454,1.6870721346360742e+18
1.687072136356506e+18,1687072128.0043454,1.6870721346694339e+18
1.687072136389866e+18,1687072128.0043454,1.6870721347027937e+18
1.6870721364232256e+18,1687072128.0043454,1.6870721347361533e+18
1.6870721364565855e+18,1687072128.0043454,1.6870721347695132e+18
1.687072136489945e+18,1687072128.0043454,1.6870721348028728e+18
1.687072136523305e+18,1687072128.0043454,1.6870721348362327e+18
1.6870721365566646e+18,1687072128.0043454,1.6870721348695923e+18
1.6870721365900244e+18,1687072128.0043454,1.6870721349029522e+18
1.687072136623384e+18,1687072128.0043454,1.6870721349363118e+18
1.687072136656744e+18,1687072128.0043454,1.6870721349696717e+18
1.6870721366901038e+18,1687072128.0043454,1.6870721350030316e+18
1.6870721367234634e+18,1687072128.0043454,1.6870721350363912e+18
1.6870721367568233e+18,1687072128.0043454,1.687072135069751e+18
1.6870721367901832e+18,1687072128.0043454,1.687072135103111e+18
1.687072136823543e+18,1687072128.0043454,1.6870721351364708e+18
1.687072136856903e+18,1687072128.0043454,1.6870721351698307e+18
1.6870721368902625e+18,1687072128.0043454,1.6870721352031903e+18
1.6870721369236227e+18,1687072128.0043454,1.6870721352365504e+18
1.6870721369569823e+18,1687072128.0043454,1.68707213526991e+18
1.6870721369903424e+18,1687072128.0043454,1.6870721353032701e+18
1.6870721370237023e+18,1687072128.0043454,1.68707213533663e+18
1.687072137057062e+18,1687072128.0043454,1.6870721353699896e+18
1.6870721370904223e+18,1687072128.0043454,1.68707213540335e+18
1.687072137123782e+18,1687072128.0043454,1.6870721354367096e+18
1.687072137157142e+18,1687072128.0043454,1.6870721354700698e+18
1.687072137190502e+18,1687072128.0043454,1.6870721355034296e+18
1.687072137223862e+18,1687072128.0043454,1.6870721355367898e+18
1.6870721372572216e+18,1687072128.0043454,1.6870721355701494e+18
1.6870721372905818e+18,1687072128.0043454,1.6870721356035095e+18
1.6870721373239414e+18,1687072128.0043454,1.687072135636869e+18
1.6870721373572997e+18,1687072128.0043454,1.6870721356702275e+18
1.6870721373906578e+18,1687072128.0043454,1.6870721357035855e+18
1.687072137424016e+18,1687072128.0043454,1.6870721357369436e+18
1.6870721374573742e+18,1687072128.0043454,1.687072135770302e+18
1.6870721374907325e+18,1687072128.0043454,1.6870721358036603e+18
1.6870721375240906e+18,1687072128.0043454,1.6870721358370184e+18
1.6870721375574487e+18,1687072128.0043454,1.6870721358703764e+18
1.687072137590807e+18,1687072128.0043454,1.6870721359037348e+18
1.687072137624165e+18,1687072128.0043454,1.6870721359370929e+18
1.6870721376575232e+18,1687072128.0043454,1.687072135970451e+18
1.6870721376908813e+18,1687072128.0043454,1.687072136003809e+18
1.6870721377242396e+18,1687072128.0043454,1.6870721360371674e+18
1.6870721377575977e+18,1687072128.0043454,1.6870721360705254e+18
1.6870721377909558e+18,1687072128.0043454,1.6870721361038835e+18
1.6870721378243139e+18,1687072128.0043454,1.6870721361372416e+18
1.6870721378576722e+18,1687072128.0043454,1.6870721361706e+18
1.6870721378910303e+18,1687072128.0043454,1.687072136203958e+18
1.6870721379243884e+18,1687072128.0043454,1.687072136237316e+18
1.6870721379577462e+18,1687072128.0043454,1.687072136270674e+18
1.6870721379911045e+18,1687072128.0043454,1.6870721363040323e+18
1.6870721380244626e+18,1687072128.0043454,1.6870721363373903e+18
1.6870721380578207e+18,1687072128.0043454,1.6870721363707484e+18
1.687072138091179e+18,1687072128.0043454,1.6870721364041068e+18
1.687072138124537e+18,1687072128.0043454,1.6870721364374648e+18
1.6870721381578954e+18,1687072128.0043454,1.6870721364708232e+18
1.6870721381912532e+18,1687072128.0043454,1.687072136504181e+18
1.6870721382246113e+18,1687072128.0043454,1.687072136537539e+18
1.6870721382579694e+18,1687072128.0043454,1.6870721365708972e+18
1.6870721382913277e+18,1687072128.0043454,1.6870721366042555e+18
1.6870721383246856e+18,1687072128.0043454,1.6870721366376133e+18
1.687072138358042e+18,1687072128.0043454,1.6870721366709699e+18
1.687072138391399e+18,1687072128.0043454,1.6870721367043267e+18
1.6870721384247555e+18,1687072128.0043454,1.6870721367376832e+18
1.6870721384581123e+18,1687072128.0043454,1.68707213677104e+18
1.6870721384914688e+18,1687072128.0043454,1.6870721368043965e+18
1.6870721385248256e+18,1687072128.0043454,1.6870721368377533e+18
1.6870721385581824e+18,1687072128.0043454,1.6870721368711101e+18
1.6870721385915392e+18,1687072128.0043454,1.687072136904467e+18
1.687072138624896e+18,1687072128.0043454,1.6870721369378237e+18
1.6870721386582528e+18,1687072128.0043454,1.6870721369711805e+18
1.6870721386916093e+18,1687072128.0043454,1.687072137004537e+18
1.6870721387249661e+18,1687072128.0043454,1.687072137037894e+18
1.6870721387583227e+18,1687072128.0043454,1.6870721370712504e+18
1.6870721387916797e+18,1687072128.0043454,1.6870721371046075e+18
1.6870721388250363e+18,1687072128.0043454,1.687072137137964e+18
1.6870721388583928e+18,1687072128.0043454,1.6870721371713206e+18
1.68707213889175e+18,1687072128.0043454,1.6870721372046776e+18
1.6870721389251064e+18,1687072128.0043454,1.6870721372380342e+18
1.6870721389584635e+18,1687072128.0043454,1.6870721372713912e+18
1.68707213899182e+18,1687072128.0043454,1.6870721373047478e+18
1.6870721390251768e+18,1687072128.0043454,1.6870721373381046e+18
1.6870721390585336e+18,1687072128.0043454,1.6870721373714614e+18
1.6870721390918904e+18,1687072128.0043454,1.6870721374048182e+18
1.687072139125247e+18,1687072128.0043454,1.6870721374381747e+18
1.687072139158604e+18,1687072128.0043454,1.6870721374715318e+18
1.6870721391919608e+18,1687072128.0043454,1.6870721375048886e+18
1.6870721392253174e+18,1687072128.0043454,1.687072137538245e+18
1.6870721392586744e+18,1687072128.0043454,1.6870721375716022e+18
1.687072139292031e+18,1687072128.0043454,1.6870721376049587e+18
1.6870721393253885e+18,1687072128.0043454,1.6870721376383163e+18
1.6870721393587487e+18,1687072128.0043454,1.6870721376716764e+18
1.6870721393921093e+18,1687072128.0043454,1.687072137705037e+18
1.6870721394254697e+18,1687072128.0043454,1.6870721377383974e+18
1.6870721394588303e+18,1687072128.0043454,1.687072137771758e+18
1.6870721394921907e+18,1687072128.0043454,1.6870721378051185e+18
1.6870721395255514e+18,1687072128.0043454,1.687072137838479e+18
1.6870721395589117e+18,1687072128.0043454,1.6870721378718395e+18
1.6870721395922726e+18,1687072128.0043454,1.6870721379052004e+18
1.6870721396256328e+18,1687072128.0043454,1.6870721379385605e+18
1.6870721396589934e+18,1687072128.0043454,1.6870721379719212e+18
1.687072139692354e+18,1687072128.0043454,1.6870721380052818e+18
1.6870721397257147e+18,1687072128.0043454,1.6870721380386424e+18
1.687072139759075e+18,1687072128.0043454,1.6870721380720028e+18
1.687072139792436e+18,1687072128.0043454,1.6870721381053637e+18
1.6870721398257966e+18,1687072128.0043454,1.6870721381387244e+18
1.6870721398591572e+18,1687072128.0043454,1.687072138172085e+18
1.687072139892518e+18,1687072128.0043454,1.6870721382054456e+18
1.6870721399258788e+18,1687072128.0043454,1.6870721382388065e+18
1.6870721399592392e+18,1687072128.0043454,1.687072138272167e+18
1.6870721399926e+18,1687072128.0043454,1.6870721383055278e+18
1.6870721400259607e+18,1687072128.0043454,1.6870721383388884e+18
1.6870721400593216e+18,1687072128.0043454,1.6870721383722493e+18
1.6870721400926822e+18,1687072128.0043454,1.68707213840561e+18
1.6870721401260431e+18,1687072128.0043454,1.687072138438971e+18
1.6870721401594038e+18,1687072128.0043454,1.6870721384723315e+18
1.6870721401927647e+18,1687072128.0043454,1.6870721385056924e+18
1.6870721402261253e+18,1687072128.0043454,1.687072138539053e+18
1.6870721402594862e+18,1687072128.0043454,1.687072138572414e+18
1.6870721402928468e+18,1687072128.0043454,1.6870721386057746e+18
1.6870721403262072e+18,1687072128.0043454,1.687072138639135e+18
1.6870721403595638e+18,1687072128.0043454,1.6870721386724915e+18
1.6870721403929203e+18,1687072128.0043454,1.687072138705848e+18
1.6870721404262764e+18,1687072128.0043454,1.687072138739204e+18
1.687072140459633e+18,1687072128.0043454,1.6870721387725606e+18
1.6870721404929892e+18,1687072128.0043454,1.687072138805917e+18
1.6870721405263455e+18,1687072128.0043454,1.6870721388392732e+18
1.6870721405597018e+18,1687072128.0043454,1.6870721388726295e+18
1.687072140593058e+18,1687072128.0043454,1.6870721389059858e+18
1.6870721406264143e+18,1687072128.0043454,1.687072138939342e+18
1.6870721406597704e+18,1687072128.0043454,1.687072138972698e+18
1.6870721406931267e+18,1687072128.0043454,1.6870721390060544e+18
1.687072140726483e+18,1687072128.0043454,1.6870721390394107e+18
1.6870721407598392e+18,1687072128.0043454,1.687072139072767e+18
1.6870721407931955e+18,1687072128.0043454,1.6870721391061233e+18
1.6870721408265516e+18,1687072128.0043454,1.6870721391394793e+18
1.6870721408599078e+18,1687072128.0043454,1.6870721391728356e+18
1.687072140893264e+18,1687072128.0043454,1.6870721392061916e+18
1.68707214092662e+18,1687072128.0043454,1.6870721392395476e+18
1.6870721409599764e+18,1687072128.0043454,1.6870721392729042e+18
1.6870721409933327e+18,1687072128.0043454,1.6870721393062605e+18
1.6870721410266885e+18,1687072128.0043454,1.6870721393396163e+18
1.6870721410600448e+18,1687072128.0043454,1.6870721393729725e+18
1.6870721410934008e+18,1687072128.0043454,1.6870721394063286e+18
1.6870721411267569e+18,1687072128.0043454,1.6870721394396846e+18
1.6870721411601132e+18,1687072128.0043454,1.687072139473041e+18
1.687072141193469e+18,1687072128.0043454,1.6870721395063967e+18
1.687072141226825e+18,1687072128.0043454,1.6870721395397527e+18
1.6870721412601812e+18,1687072128.0043454,1.687072139573109e+18
1.687072141293537e+18,1687072128.0043454,1.6870721396064648e+18
1.6870721413268933e+18,1687072128.0043454,1.687072139639821e+18
1.6870721413602486e+18,1687072128.0043454,1.6870721396731763e+18
1.6870721413936038e+18,1687072128.0043454,1.6870721397065316e+18
1.687072141426959e+18,1687072128.0043454,1.6870721397398868e+18
1.6870721414603146e+18,1687072128.0043454,1.6870721397732424e+18
1.6870721414936696e+18,1687072128.0043454,1.6870721398065974e+18
1.687072141527025e+18,1687072128.0043454,1.6870721398399526e+18
1.68707214156038e+18,1687072128.0043454,1.6870721398733076e+18
1.6870721415937352e+18,1687072128.0043454,1.687072139906663e+18
1.6870721416270902e+18,1687072128.0043454,1.687072139940018e+18
1.6870721416604454e+18,1687072128.0043454,1.6870721399733732e+18
1.6870721416938004e+18,1687072128.0043454,1.6870721400067282e+18
1.6870721417271557e+18,1687072128.0043454,1.6870721400400835e+18
1.6870721417605107e+18,1687072128.0043454,1.6870721400734385e+18
1.6870721417938657e+18,1687072128.0043454,1.6870721401067935e+18
1.6870721418272207e+18,1687072128.0043454,1.6870721401401485e+18
1.6870721418605757e+18,1687072128.0043454,1.6870721401735035e+18
1.6870721418939308e+18,1687072128.0043454,1.6870721402068585e+18
1.6870721419272858e+18,1687072128.0043454,1.6870721402402135e+18
1.6870721419606408e+18,1687072128.0043454,1.6870721402735685e+18
1.6870721419939958e+18,1687072128.0043454,1.6870721403069235e+18
1.6870721420273508e+18,1687072128.0043454,1.6870721403402785e+18
1.6870721420607055e+18,1687072128.0043454,1.6870721403736333e+18
1.6870721420940605e+18,1687072128.0043454,1.6870721404069883e+18
1.687072142127415e+18,1687072128.0043454,1.6870721404403428e+18
1.6870721421607698e+18,1687072128.0043454,1.6870721404736975e+18
1.6870721421941248e+18,1687072128.0043454,1.6870721405070525e+18
1.6870721422274796e+18,1687072128.0043454,1.6870721405404073e+18
1.6870721422608343e+18,1687072128.0043454,1.687072140573762e+18
1.687072142294189e+18,1687072128.0043454,1.6870721406071168e+18
1.6870721423275436e+18,1687072128.0043454,1.6870721406404713e+18
1.6870721423608975e+18,1687072128.0043454,1.6870721406738253e+18
1.687072142394251e+18,1687072128.0043454,1.6870721407071788e+18
1.687072142427605e+18,1687072128.0043454,1.6870721407405327e+18
1.6870721424609587e+18,1687072128.0043454,1.6870721407738865e+18
1.6870721424943124e+18,1687072128.0043454,1.6870721408072402e+18
1.6870721425276664e+18,1687072128.0043454,1.6870721408405942e+18
1.6870721425610202e+18,1687072128.0043454,1.687072140873948e+18
1.6870721425943734e+18,1687072128.0043454,1.687072140907301e+18
1.6870721426277274e+18,1687072128.0043454,1.687072140940655e+18
1.6870721426610808e+18,1687072128.0043454,1.6870721409740086e+18
1.6870721426944343e+18,1687072128.0043454,1.687072141007362e+18
1.6870721427277878e+18,1687072128.0043454,1.6870721410407155e+18
1.6870721427611412e+18,1687072128.0043454,1.687072141074069e+18
1.687072142794495e+18,1687072128.0043454,1.6870721411074227e+18
1.6870721428278482e+18,1687072128.0043454,1.687072141140776e+18
1.6870721428612017e+18,1687072128.0043454,1.6870721411741294e+18
1.687072142894555e+18,1687072128.0043454,1.6870721412074826e+18
1.687072142927908e+18,1687072128.0043454,1.6870721412408358e+18
1.6870721429612616e+18,1687072128.0043454,1.6870721412741893e+18
1.6870721429946148e+18,1687072128.0043454,1.6870721413075425e+18
1.687072143027968e+18,1687072128.0043454,1.6870721413408957e+18
1.6870721430613212e+18,1687072128.0043454,1.687072141374249e+18
1.6870721430946744e+18,1687072128.0043454,1.6870721414076022e+18
1.6870721431280274e+18,1687072128.0043454,1.6870721414409551e+18
1.6870721431613806e+18,1687072128.0043454,1.6870721414743084e+18
1.6870721431947336e+18,1687072128.0043454,1.6870721415076613e+18
1.6870721432280868e+18,1687072128.0043454,1.6870721415410145e+18
1.6870721432614395e+18,1687072128.0043454,1.6870721415743672e+18
1.6870721432947924e+18,1687072128.0043454,1.6870721416077202e+18
1.6870721433281462e+18,1687072128.0043454,1.687072141641074e+18
1.687072143361504e+18,1687072128.0043454,1.6870721416744317e+18
1.687072143394862e+18,1687072128.0043454,1.6870721417077898e+18
1.68707214342822e+18,1687072128.0043454,1.6870721417411476e+18
1.6870721434615777e+18,1687072128.0043454,1.6870721417745055e+18
1.6870721434949356e+18,1687072128.0043454,1.6870721418078633e+18
1.6870721435282934e+18,1687072128.0043454,1.687072141841221e+18
1.6870721435616512e+18,1687072128.0043454,1.687072141874579e+18
1.687072143595009e+18,1687072128.0043454,1.6870721419079368e+18
1.6870721436283668e+18,1687072128.0043454,1.6870721419412946e+18
1.6870721436617247e+18,1687072128.0043454,1.6870721419746524e+18
1.6870721436950825e+18,1687072128.0043454,1.6870721420080102e+18
1.6870721437284406e+18,1687072128.0043454,1.6870721420413683e+18
1.6870721437617981e+18,1687072128.0043454,1.687072142074726e+18
1.687072143795156e+18,1687072128.0043454,1.6870721421080837e+18
1.6870721438285135e+18,1687072128.0043454,1.6870721421414413e+18
1.6870721438618714e+18,1687072128.0043454,1.687072142174799e+18
1.6870721438952294e+18,1687072128.0043454,1.6870721422081572e+18
1.6870721439285873e+18,1687072128.0043454,1.687072142241515e+18
1.6870721439619448e+18,1687072128.0043454,1.6870721422748726e+18
1.6870721439953024e+18,1687072128.0043454,1.6870721423082301e+18
1.6870721440286602e+18,1687072128.0043454,1.687072142341588e+18
1.687072144062018e+18,1687072128.0043454,1.6870721423749458e+18
1.6870721440953761e+18,1687072128.0043454,1.6870721424083039e+18
1.6870721441287337e+18,1687072128.0043454,1.6870721424416614e+18
1.6870721441620913e+18,1687072128.0043454,1.687072142475019e+18
1.6870721441954488e+18,1687072128.0043454,1.6870721425083766e+18
1.687072144228807e+18,1687072128.0043454,1.6870721425417347e+18
1.6870721442621645e+18,1687072128.0043454,1.6870721425750922e+18
1.6870721442955223e+18,1687072128.0043454,1.68707214260845e+18
